Entry,Formula,Structure,A,B,INT_distAA,INT_distBB,INT_distAB,INT_Asize,INT_Bsize,INT_Asize_by_Bsize,INT_distAA_by2_byAsize,INT_distBB_by2_byBsize,INT_distAB_by2_byAsizebyBsize,INT_Asize_ref,INT_Bsize_ref,INT_percent_diff_A_by_100,INT_percent_diff_B_by_100,INT_distAA_minus_ref_diff,INT_distBB_minus_ref_diff,INT_distAB_minus_ref_diff,INT_R_factor,INT_UNI_shortest_homoatomic_dist,INT_UNI_shortest_heteroatomic_dist,INT_UNI_shortest_homoatomic_dist_by_2_by_atom_size,INT_UNI_shortest_heteroatomic_dist_by_sum_of_atom_sizes,INT_UNI_shortest_homoatomic_dist_by_2_by_refined_atom_size,INT_UNI_shortest_heteroatomic_dist_by_sum_of_refined_atom_sizes,INT_UNI_highest_refined_percent_diff_abs,INT_UNI_lowest_refined_percent_diff_abs,INT_UNI_refined_packing_efficiency,WYK_A_lowest_wyckoff,WYK_B_lowest_wyckoff,WYK_identical_lowest_wyckoff_count,WYK_A_sites_total,WYK_B_sites_total,WYK_A_multiplicity_total,WYK_B_multiplicity_total,ENV_A_shortest_dist_count,ENV_B_shortest_dist_count,ENV_A_avg_shortest_dist_count,ENV_B_avg_shortest_dist_count,ENV_A_shortest_tol_dist_count,ENV_B_shortest_tol_dist_count,ENV_A_avg_shortest_dist_within_tol_count,ENV_B_avg_shortest_dist_within_tol_count,ENV_A_second_by_first_shortest_dist,ENV_B_second_by_first_shortest_dist,ENV_A_avg_second_by_first_shortest_dist,ENV_B_avg_second_by_first_shortest_dist,ENV_A_second_shortest_dist_count,ENV_B_second_shortest_dist_count,ENV_A_avg_second_shortest_dist_count,ENV_B_avg_second_shortest_dist_count,ENV_A_homoatomic_dist_by_shortest_dist,ENV_B_homoatomic_dist_by_shortest_dist,ENV_A_avg_homoatomic_dist_by_shortest_dist,ENV_B_avg_homoatomic_dist_by_shortest_dist,ENV_A_count_at_A_shortest_dist,ENV_A_count_at_B_shortest_dist,ENV_A_avg_count_at_A_shortest_dist,ENV_A_avg_count_at_B_shortest_dist,ENV_B_count_at_A_shortest_dist,ENV_B_count_at_B_shortest_dist,ENV_B_avg_count_at_A_shortest_dist,ENV_B_avg_count_at_B_shortest_dist,CN_AVG_coordination_number,CN_AVG_A_atom_count,CN_AVG_B_atom_count,CN_AVG_polyhedron_volume,CN_AVG_central_atom_to_center_of_mass_dist,CN_AVG_number_of_edges,CN_AVG_number_of_faces,CN_AVG_shortest_distance_to_face,CN_AVG_shortest_distance_to_edge,CN_AVG_volume_of_inscribed_sphere,CN_AVG_packing_efficiency,CN_MIN_coordination_number,CN_MIN_A_atom_count,CN_MIN_B_atom_count,CN_MIN_polyhedron_volume,CN_MIN_central_atom_to_center_of_mass_dist,CN_MIN_number_of_edges,CN_MIN_number_of_faces,CN_MIN_shortest_distance_to_face,CN_MIN_shortest_distance_to_edge,CN_MIN_volume_of_inscribed_sphere,CN_MIN_packing_efficiency,CN_MAX_coordination_number,CN_MAX_A_atom_count,CN_MAX_B_atom_count,CN_MAX_polyhedron_volume,CN_MAX_central_atom_to_center_of_mass_dist,CN_MAX_number_of_edges,CN_MAX_number_of_faces,CN_MAX_shortest_distance_to_face,CN_MAX_shortest_distance_to_edge,CN_MAX_volume_of_inscribed_sphere,CN_MAX_packing_efficiency,index_A,index_B,normalized_index_A,normalized_index_B,largest_index,smallest_index,avg_index,atomic_weight_weighted_A+B,atomic_weight_A/B,atomic_weight_A-B,period_A,period_B,group_A,group_B,group_A-B,Mendeleev_number_A,Mendeleev_number_B,Mendeleev_number_A-B,valencee_total_A,valencee_total_B,valencee_total_A-B,valencee_total_A+B,valencee_total_weighted_A+B,valencee_total_weighted_norm_A+B,unpaired_electrons_A,unpaired_electrons_B,unpaired_electrons_A-B,unpaired_electrons_A+B,unpaired_electrons_weighted_A+B,unpaired_electrons_weighted_norm_A+B,Gilman_A,Gilman_B,Gilman_A-B,Gilman_A+B,Gilman_weighted_A+B,Gilman_weighted_norm_A+B,Z_eff_A,Z_eff_B,Z_eff_A-B,Z_eff_A/B,Z_eff_max,Z_eff_min,Z_eff_avg,Z_eff_weighted_norm_A+B,ionization_energy_A,ionization_energy_B,ionization_energy_A-B,ionization_energy_A/B,ionization_energy_max,ionization_energy_min,ionization_energy_avg,ionization_energy_weighted_norm_A+B,coordination_number_A,coordination_number_B,coordination_number_A-B,ratio_closest_A,ratio_closest_B,ratio_closest_max,ratio_closest_min,ratio_closest_avg,polyhedron_distortion_A,polyhedron_distortion_B,polyhedron_distortion_max,polyhedron_distortion_min,polyhedron_distortion_avg,CIF_radius_A,CIF_radius_B,CIF_radius_A/B,CIF_radius_A-B,CIF_radius_avg,CIF_radius_weighted_norm_A+B,Pauling_radius_CN12_A,Pauling_radius_CN12_B,Pauling_radius_CN12_A/B,Pauling_radius_CN12_A-B,Pauling_radius_CN12_avg,Pauling_radius_CN12_weighted_norm_A+B,Pauling_EN_A,Pauling_EN_B,Pauling_EN_A-B,Pauling_EN_A/B,Pauling_EN_max,Pauling_EN_min,Pauling_EN_avg,Pauling_EN_weighted_norm_A+B,Martynov_Batsanov_EN_A,Martynov_Batsanov_EN_B,Martynov_Batsanov_EN_A-B,Martynov_Batsanov_EN_A/B,Martynov_Batsanov_EN_max,Martynov_Batsanov_EN_min,Martynov_Batsanov_EN_avg,Martynov_Batsanov_EN_weighted_norm_A+B,melting_point_K_A,melting_point_K_B,melting_point_K_A-B,melting_point_K_A/B,melting_point_K_max,melting_point_K_min,melting_point_K_avg,melting_point_K_weighted_norm_A+B,density_A,density_B,density_A-B,density_A/B,density_max,density_min,density_avg,density_weighted_norm_A+B,specific_heat_A,specific_heat_B,specific_heat_A-B,specific_heat_A/B,specific_heat_max,specific_heat_min,specific_heat_avg,specific_heat_weighted_norm_A+B,cohesive_energy_A,cohesive_energy_B,cohesive_energy_A-B,cohesive_energy_A/B,cohesive_energy_max,cohesive_energy_min,cohesive_energy_avg,cohesive_energy_weighted_norm_A+B,bulk_modulus_A,bulk_modulus_B,bulk_modulus_A-B,bulk_modulus_A/B,bulk_modulus_max,bulk_modulus_min,bulk_modulus_avg,bulk_modulus_weighted_norm_A+B
450967,EuPd,TlI,Eu,Pd,3.701,3.273,2.88,1.987,1.376,1.444,0.931,1.189,0.856,1.243,1.636,-0.374,0.189,0.328,0,0,0.176,3.273,2.88,1.189,0.856,1,1,0.374,0.189,0.521,4,4,2,1,1,4,4,1,1,1,1,1,1,1,1,1.054,1.054,1.054,1.054,4,4,4,4,1.285,1.136,1.285,1.136,0,1,0,1,1,0,1,0,13,8.5,4.5,101.312,0.37,33,22,2.266,2.414,55.357,0.504,13,8.5,4.5,101.312,0.37,33,22,2.266,2.414,55.357,0.504,13,8.5,4.5,101.312,0.37,33,22,2.266,2.414,55.357,0.504,1,1,0.5,0.5,1,1,1,151.965,1.428,45.545,6,5,3,10,-7,25,62,-37,9,10,-1,19,9,4.5,7,0,7,7,7,3.5,3,3,0,6,3,1.5,3.871,3.101,0.77,1.248,3.871,3.101,3.486,1.936,5.67,8.337,-2.666,0.68,8.337,5.67,7.004,2.835,14,12,2,0.571,1,1,0.571,0.786,0.866,1,1,0.866,0.933,1.987,1.376,1.444,0.611,1.682,0.994,2.084,1.373,1.518,0.711,1.728,1.042,1.2,2.2,-1,0.545,2.2,1.2,1.7,0.6,1.15,2.08,-0.93,0.553,2.08,1.15,1.615,0.575,1095.15,1827.15,-732,0.599,1827.15,1095.15,1461.15,547.575,5.24,12,-6.76,0.437,12,5.24,8.62,2.62,0.18,0.24,-0.06,0.75,0.24,0.18,0.21,0.09,1.86,3.89,-2.03,0.478,3.89,1.86,2.875,0.93,14.7,187,-172.3,0.079,187,14.7,100.85,7.35
1907558,GdSb,NaCl,Gd,Sb,4.393,4.393,3.106,1.787,1.434,1.246,1.229,1.532,0.964,2.196,0.909,0.229,-0.366,0,0.586,0,0.186,4.393,3.106,1.229,0.964,1,1,0.366,0.229,0.793,4,4,2,1,1,4,4,4,4,4,4,6,6,6,6,1,1,1,1,2,2,2,2,1.414,1.414,1.414,1.414,0,4,0,4,4,0,4,0,10.5,7.5,3,99.924,0,18.75,12.5,2.348,2.537,70.214,0.653,6,3,3,39.969,0,12,8,1.793,2.196,24.151,0.604,6,9,3,119.908,0,21,14,2.534,2.651,85.568,0.67,1,1,0.5,0.5,1,1,1,157.25,1.291,35.49,6,5,3,15,-12,27,85,-58,10,15,-5,25,10,5,7,3,4,10,7,3.5,3,5,-2,8,3,1.5,4.034,3.984,0.05,1.013,4.034,3.984,4.009,2.017,6.15,8.608,-2.459,0.714,8.608,6.15,7.379,3.075,12,6,6,0.5,0.5,0.5,0.5,0.5,0.983,0.868,0.983,0.868,0.926,1.787,1.434,1.246,0.353,1.61,0.894,1.795,1.59,1.129,0.205,1.692,0.898,1.2,2.05,-0.85,0.585,2.05,1.2,1.625,0.6,1.1,2.14,-1.04,0.514,2.14,1.1,1.62,0.55,1586.15,904.15,682,1.754,1586.15,904.15,1245.15,793.075,7.9,6.69,1.21,1.181,7.9,6.69,7.295,3.95,0.23,0.21,0.02,1.095,0.23,0.21,0.22,0.115,4.14,2.75,1.39,1.505,4.14,2.75,3.445,2.07,37.9,38.3,-0.4,0.99,38.3,37.9,38.1,18.95
251836,GdPd,TlI,Gd,Pd,3.623,3.228,2.745,1.787,1.376,1.299,1.014,1.173,0.868,1.131,1.614,-0.367,0.173,0.376,0,0,0.165,3.228,2.745,1.173,0.868,1,1,0.367,0.173,0.526,4,4,2,1,1,4,4,1,1,1,1,1,1,1,1,1.076,1.076,1.076,1.076,4,4,4,4,1.32,1.176,1.32,1.176,0,1,0,1,1,0,1,0,15.75,8.25,7.5,112.144,0.32,35.625,23.75,2.305,2.339,53.338,0.467,12,7.5,4.5,78.554,0.309,30,20,1.969,2.087,34.406,0.419,12,8.5,8.5,123.34,0.356,37.5,25,2.416,2.423,59.65,0.482,1,1,0.5,0.5,1,1,1,157.25,1.478,50.83,6,5,3,10,-7,27,62,-35,10,10,0,20,10,5,7,0,7,7,7,3.5,3,3,0,6,3,1.5,4.034,3.101,0.933,1.301,4.034,3.101,3.568,2.017,6.15,8.337,-2.187,0.738,8.337,6.15,7.243,3.075,12,12,0,0.5,1,1,0.5,0.75,0.983,1,1,0.983,0.992,1.787,1.376,1.299,0.411,1.582,0.894,1.795,1.373,1.307,0.422,1.584,0.898,1.2,2.2,-1,0.545,2.2,1.2,1.7,0.6,1.1,2.08,-0.98,0.529,2.08,1.1,1.59,0.55,1586.15,1827.15,-241,0.868,1827.15,1586.15,1706.65,793.075,7.9,12,-4.1,0.658,12,7.9,9.95,3.95,0.23,0.24,-0.01,0.958,0.24,0.23,0.235,0.115,4.14,3.89,0.25,1.064,4.14,3.89,4.015,2.07,37.9,187,-149.1,0.203,187,37.9,112.45,18.95
456494,PtSb,NiAs,Pt,Sb,2.74,3.628,2.745,1.387,1.434,0.967,0.988,1.265,0.973,1.37,1.375,-0.012,-0.041,0,0.242,0,0.002,2.74,2.745,0.988,0.973,1,1,0.041,0.012,0.538,2,2,2,1,1,2,2,2,6,2,6,8,6,8,6,1.002,1.322,1.002,1.322,6,6,6,6,1,1.322,1,1.322,2,6,2,6,0,0,0,0,8.5,4,4.5,41.117,0,17.25,11.5,1.681,1.696,24.22,0.561,7,4,3,26.852,0,15,10,1.51,1.502,14.796,0.548,7,4,9,83.913,0,24,16,2.195,2.28,52.494,0.602,1,1,0.5,0.5,1,1,1,195.084,1.602,73.324,6,5,10,15,-5,63,85,-22,10,15,-5,25,10,5,1,3,-2,4,1,0.5,3,5,-2,8,3,1.5,4.883,3.984,0.899,1.226,4.883,3.984,4.434,2.442,8.959,8.608,0.35,1.041,8.959,8.608,8.784,4.479,12,6,6,1,0.5,1,0.5,0.75,1,0.868,1,0.868,0.934,1.387,1.434,0.967,-0.047,1.41,0.694,1.385,1.59,0.871,-0.205,1.488,0.692,2.28,2.05,0.23,1.112,2.28,2.05,2.165,1.14,1.91,2.14,-0.23,0.893,2.14,1.91,2.025,0.955,2045.15,904.15,1141,2.262,2045.15,904.15,1474.65,1022.575,21.4,6.69,14.71,3.199,21.4,6.69,14.045,10.7,0.13,0.21,-0.08,0.619,0.21,0.13,0.17,0.065,5.84,2.75,3.09,2.124,5.84,2.75,4.295,2.92,276,38.3,237.7,7.206,276,38.3,157.15,138
525308,PrSi,FeB-b,Pr,Si,3.748,2.438,3.071,1.82,1.176,1.548,1.03,1.037,1.025,1.852,1.219,0.018,0.037,0.012,0,0,0.002,2.438,3.071,1.037,1.025,1,1,0.037,0.018,0.705,4,4,2,1,1,4,4,2,2,2,2,5,2,5,2,1.007,1.26,1.007,1.26,2,2,2,2,1.22,1,1.22,1,0,0,0,0,2,2,2,2,13,8.5,4.5,97.082,0.087,33,22,2.42,2.507,65.474,0.648,13,8.5,4.5,97.082,0.087,33,22,2.42,2.507,65.474,0.648,13,8.5,4.5,97.082,0.087,33,22,2.42,2.507,65.474,0.648,1,1,0.5,0.5,1,1,1,140.908,5.017,112.822,6,3,3,14,-11,17,78,-61,5,4,1,9,5,2.5,3,2,1,5,3,1.5,3,4,-1,7,3,1.5,3.8,2.321,1.479,1.637,3.8,2.321,3.06,1.9,5.473,8.152,-2.679,0.671,8.152,5.473,6.812,2.736,12,4,8,0.5,1,1,0.5,0.75,0.991,1,1,0.991,0.996,1.82,1.176,1.548,0.644,1.498,0.91,1.824,1.316,1.386,0.508,1.57,0.912,1.13,1.9,-0.77,0.595,1.9,1.13,1.515,0.565,1.1,1.98,-0.88,0.556,1.98,1.1,1.54,0.55,1204.15,1683.15,-479,0.715,1683.15,1204.15,1443.65,602.075,6.77,2.33,4.44,2.906,6.77,2.33,4.55,3.385,0.19,0.71,-0.52,0.268,0.71,0.19,0.45,0.095,3.7,4.63,-0.93,0.799,4.63,3.7,4.165,1.85,28.8,98,-69.2,0.294,98,28.8,63.4,14.4
454283,HoSi,TlI,Ho,Si,3.364,2.949,2.702,1.745,1.176,1.484,0.964,1.254,0.925,1.228,1.474,-0.297,0.254,0.27,0,0,0.152,2.949,2.702,1.254,0.925,1,1,0.297,0.254,0.504,4,4,2,1,1,4,4,1,1,1,1,1,1,1,1,1.057,1.057,1.057,1.057,4,4,4,4,1.245,1.091,1.245,1.091,0,1,0,1,1,0,1,0,13,8.5,4.5,83.97,0.347,33,22,2.156,2.286,48.547,0.524,13,8.5,4.5,83.97,0.347,33,22,2.156,2.286,48.547,0.524,13,8.5,4.5,83.97,0.347,33,22,2.156,2.286,48.547,0.524,1,1,0.5,0.5,1,1,1,164.93,5.872,136.845,6,3,3,14,-11,33,78,-45,13,4,9,17,13,6.5,3,2,1,5,3,1.5,3,4,-1,7,3,1.5,3.994,2.321,1.673,1.721,3.994,2.321,3.158,1.997,6.022,8.152,-2.13,0.739,8.152,6.022,7.087,3.011,12,4,8,0.5,1,1,0.5,0.75,0.975,1,1,0.975,0.988,1.745,1.176,1.484,0.569,1.461,0.872,1.761,1.316,1.338,0.445,1.538,0.88,1.23,1.9,-0.67,0.647,1.9,1.23,1.565,0.615,1.2,1.98,-0.78,0.606,1.98,1.2,1.59,0.6,1747.15,1683.15,64,1.038,1747.15,1683.15,1715.15,873.575,8.8,2.33,6.47,3.777,8.8,2.33,5.565,4.4,0.16,0.71,-0.55,0.225,0.71,0.16,0.435,0.08,3.14,4.63,-1.49,0.678,4.63,3.14,3.885,1.57,40.2,98,-57.8,0.41,98,40.2,69.1,20.1
1520546,FeSi,FeSi,Fe,Si,2.736,2.762,2.269,1.242,1.176,1.056,1.101,1.174,0.938,1.368,0.901,0.101,-0.234,0,0.348,0,0.065,2.736,2.269,1.101,0.938,1,1,0.234,0.101,0.621,4,4,2,1,1,4,4,1,1,1,1,4,4,4,4,1.027,1.027,1.027,1.027,3,3,3,3,1.206,1.217,1.206,1.217,0,1,0,1,1,0,1,0,13,6.5,6.5,40.793,0.098,33,22,1.773,1.863,23.428,0.574,13,6.5,6.5,40.793,0.098,33,22,1.773,1.863,23.428,0.574,13,6.5,6.5,40.793,0.098,33,22,1.773,1.863,23.428,0.574,1,1,0.5,0.5,1,1,1,55.847,1.988,27.762,4,3,8,14,-6,55,78,-23,8,4,4,12,8,4,4,2,2,6,4,2,5,4,1,9,5,2.5,3.048,2.321,0.727,1.313,3.048,2.321,2.684,1.524,7.902,8.152,-0.249,0.969,8.152,7.902,8.027,3.951,14,4,10,0.571,1,1,0.571,0.786,0.866,1,1,0.866,0.933,1.242,1.176,1.056,0.066,1.209,0.621,1.26,1.316,0.957,-0.056,1.288,0.63,1.83,1.9,-0.07,0.963,1.9,1.83,1.865,0.915,1.67,1.98,-0.31,0.843,1.98,1.67,1.825,0.835,1808.15,1683.15,125,1.074,1808.15,1683.15,1745.65,904.075,7.86,2.33,5.53,3.373,7.86,2.33,5.095,3.93,0.44,0.71,-0.27,0.62,0.71,0.44,0.575,0.22,4.28,4.63,-0.35,0.924,4.63,4.28,4.455,2.14,166,98,68,1.694,166,98,132,83
1633582,CoPt,CuAu,Co,Pt,2.682,2.682,2.641,1.25,1.387,0.901,1.073,0.967,1.002,1.341,1.3,0.073,-0.063,0,0.031,0,0.009,2.682,2.641,1.073,1.002,1,1,0.073,0.063,0.73,1,1,2,1,1,1,1,8,8,8,8,12,12,12,12,1.016,1.016,1.016,1.016,4,4,4,4,1.016,1.016,1.016,1.016,0,8,0,8,8,0,8,0,12,6,6,44.052,0,30,20,1.943,1.837,30.713,0.697,12,6,6,44.052,0,30,20,1.943,1.837,30.713,0.697,12,6,6,44.052,0,30,20,1.943,1.837,30.713,0.697,1,1,0.5,0.5,1,1,1,58.933,0.302,-136.151,4,6,9,10,-1,58,63,-5,9,10,-1,19,9,4.5,3,1,2,4,3,1.5,4,3,1,7,4,2,3.046,4.883,-1.837,0.624,4.883,3.046,3.964,1.523,7.881,8.959,-1.078,0.88,8.959,7.881,8.42,3.94,12,12,0,0.5,1,1,0.5,0.75,0.996,1,1,0.996,0.998,1.25,1.387,0.901,-0.137,1.318,0.625,1.252,1.385,0.904,-0.133,1.318,0.626,1.88,2.28,-0.4,0.825,2.28,1.88,2.08,0.94,1.72,1.91,-0.19,0.901,1.91,1.72,1.815,0.86,1768.15,2045.15,-277,0.865,2045.15,1768.15,1906.65,884.075,8.9,21.4,-12.5,0.416,21.4,8.9,15.15,4.45,0.42,0.13,0.29,3.231,0.42,0.13,0.275,0.21,4.39,5.84,-1.45,0.752,5.84,4.39,5.115,2.195,182,276,-94,0.659,276,182,229,91
1010855,InSb,ZnS,In,Sb,4.575,4.575,2.802,1.624,1.434,1.132,1.409,1.595,0.916,2.288,0.515,0.409,-0.641,0,0.775,0,0.578,4.575,2.802,1.409,0.916,1,1,0.641,0.409,0.749,4,4,2,1,1,4,4,4,4,4,4,4,4,4,4,1.633,1.633,1.633,1.633,12,12,12,12,1.633,1.633,1.633,1.633,0,4,0,4,4,0,4,0,4,2,2,11.285,0.001,6,4,0.934,1.617,3.408,0.302,4,2,2,11.285,0.001,6,4,0.934,1.617,3.408,0.302,4,2,2,11.285,0.001,6,4,0.934,1.617,3.408,0.302,1,1,0.5,0.5,1,1,1,114.818,0.943,-6.942,5,5,13,15,-2,75,85,-10,13,15,-2,28,13,6.5,1,3,-2,4,1,0.5,3,5,-2,8,3,1.5,3.259,3.984,-0.725,0.818,3.984,3.259,3.622,1.63,5.786,8.608,-2.822,0.672,8.608,5.786,7.197,2.893,12,6,6,0.333,0.5,0.5,0.333,0.417,0.962,0.868,0.962,0.868,0.915,1.624,1.434,1.132,0.19,1.529,0.812,1.66,1.59,1.044,0.07,1.625,0.83,1.78,2.05,-0.27,0.868,2.05,1.78,1.915,0.89,1.63,2.14,-0.51,0.762,2.14,1.63,1.885,0.815,429.75,904.15,-474.4,0.475,904.15,429.75,666.95,214.875,7.31,6.69,0.62,1.093,7.31,6.69,7,3.655,0.23,0.21,0.02,1.095,0.23,0.21,0.22,0.115,2.52,2.75,-0.23,0.916,2.75,2.52,2.635,1.26,41.1,38.3,2.8,1.073,41.1,38.3,39.7,20.55
1720501,FeSi,FeSi,Fe,Si,2.772,2.797,2.301,1.242,1.176,1.056,1.116,1.189,0.952,1.386,0.915,0.116,-0.222,0,0.346,0,0.063,2.772,2.301,1.116,0.952,1,1,0.222,0.116,0.623,4,4,2,1,1,4,4,1,1,1,1,4,4,4,4,1.028,1.028,1.028,1.028,3,3,3,3,1.205,1.216,1.205,1.216,0,1,0,1,1,0,1,0,13,6.5,6.5,42.393,0.094,33,22,1.8,1.892,24.481,0.578,13,6.5,6.5,42.393,0.094,33,22,1.8,1.892,24.481,0.578,13,6.5,6.5,42.393,0.094,33,22,1.8,1.892,24.481,0.578,1,1,0.5,0.5,1,1,1,55.847,1.988,27.762,4,3,8,14,-6,55,78,-23,8,4,4,12,8,4,4,2,2,6,4,2,5,4,1,9,5,2.5,3.048,2.321,0.727,1.313,3.048,2.321,2.684,1.524,7.902,8.152,-0.249,0.969,8.152,7.902,8.027,3.951,14,4,10,0.571,1,1,0.571,0.786,0.866,1,1,0.866,0.933,1.242,1.176,1.056,0.066,1.209,0.621,1.26,1.316,0.957,-0.056,1.288,0.63,1.83,1.9,-0.07,0.963,1.9,1.83,1.865,0.915,1.67,1.98,-0.31,0.843,1.98,1.67,1.825,0.835,1808.15,1683.15,125,1.074,1808.15,1683.15,1745.65,904.075,7.86,2.33,5.53,3.373,7.86,2.33,5.095,3.93,0.44,0.71,-0.27,0.62,0.71,0.44,0.575,0.22,4.28,4.63,-0.35,0.924,4.63,4.28,4.455,2.14,166,98,68,1.694,166,98,132,83
1932252,InSb,ZnS,In,Sb,4.586,4.586,2.808,1.624,1.434,1.132,1.412,1.599,0.918,2.293,0.515,0.412,-0.641,0,0.775,0,0.58,4.586,2.808,1.412,0.918,1,1,0.641,0.412,0.749,4,4,2,1,1,4,4,4,4,4,4,4,4,4,4,1.633,1.633,1.633,1.633,12,12,12,12,1.633,1.633,1.633,1.633,0,4,0,4,4,0,4,0,4,2,2,11.367,0.001,6,4,0.936,1.621,3.432,0.302,4,2,2,11.367,0.001,6,4,0.936,1.621,3.432,0.302,4,2,2,11.367,0.001,6,4,0.936,1.621,3.432,0.302,1,1,0.5,0.5,1,1,1,114.818,0.943,-6.942,5,5,13,15,-2,75,85,-10,13,15,-2,28,13,6.5,1,3,-2,4,1,0.5,3,5,-2,8,3,1.5,3.259,3.984,-0.725,0.818,3.984,3.259,3.622,1.63,5.786,8.608,-2.822,0.672,8.608,5.786,7.197,2.893,12,6,6,0.333,0.5,0.5,0.333,0.417,0.962,0.868,0.962,0.868,0.915,1.624,1.434,1.132,0.19,1.529,0.812,1.66,1.59,1.044,0.07,1.625,0.83,1.78,2.05,-0.27,0.868,2.05,1.78,1.915,0.89,1.63,2.14,-0.51,0.762,2.14,1.63,1.885,0.815,429.75,904.15,-474.4,0.475,904.15,429.75,666.95,214.875,7.31,6.69,0.62,1.093,7.31,6.69,7,3.655,0.23,0.21,0.02,1.095,0.23,0.21,0.22,0.115,2.52,2.75,-0.23,0.916,2.75,2.52,2.635,1.26,41.1,38.3,2.8,1.073,41.1,38.3,39.7,20.55
526826,PtSb,NiAs,Pt,Sb,2.741,3.631,2.748,1.387,1.434,0.967,0.988,1.266,0.974,1.37,1.378,-0.012,-0.039,0,0.241,0,0.002,2.741,2.748,0.988,0.974,1,1,0.039,0.012,0.538,2,2,2,1,1,2,2,2,6,2,6,8,6,8,6,1.003,1.321,1.003,1.321,6,6,6,6,1,1.321,1,1.321,2,6,2,6,0,0,0,0,8.5,4,4.5,41.243,0,17.25,11.5,1.682,1.698,24.257,0.56,7,4,3,26.934,0,15,10,1.511,1.503,14.832,0.547,7,4,9,84.17,0,24,16,2.196,2.282,52.53,0.6,1,1,0.5,0.5,1,1,1,195.084,1.602,73.324,6,5,10,15,-5,63,85,-22,10,15,-5,25,10,5,1,3,-2,4,1,0.5,3,5,-2,8,3,1.5,4.883,3.984,0.899,1.226,4.883,3.984,4.434,2.442,8.959,8.608,0.35,1.041,8.959,8.608,8.784,4.479,12,6,6,1,0.5,1,0.5,0.75,1,0.868,1,0.868,0.934,1.387,1.434,0.967,-0.047,1.41,0.694,1.385,1.59,0.871,-0.205,1.488,0.692,2.28,2.05,0.23,1.112,2.28,2.05,2.165,1.14,1.91,2.14,-0.23,0.893,2.14,1.91,2.025,0.955,2045.15,904.15,1141,2.262,2045.15,904.15,1474.65,1022.575,21.4,6.69,14.71,3.199,21.4,6.69,14.045,10.7,0.13,0.21,-0.08,0.619,0.21,0.13,0.17,0.065,5.84,2.75,3.09,2.124,5.84,2.75,4.295,2.92,276,38.3,237.7,7.206,276,38.3,157.15,138
531382,PrGe,TlI,Pr,Ge,3.573,3.132,2.869,1.82,1.225,1.486,0.982,1.278,0.942,1.303,1.566,-0.284,0.278,0.271,0,0,0.158,3.132,2.869,1.278,0.942,1,1,0.284,0.278,0.507,4,4,2,1,1,4,4,1,1,1,1,1,1,1,1,1.054,1.054,1.054,1.054,4,4,4,4,1.245,1.092,1.245,1.092,0,1,0,1,1,0,1,0,13,8.5,4.5,100.02,0.369,33,22,2.287,2.427,57.947,0.525,13,8.5,4.5,100.02,0.369,33,22,2.287,2.427,57.947,0.525,13,8.5,4.5,100.02,0.369,33,22,2.287,2.427,57.947,0.525,1,1,0.5,0.5,1,1,1,140.908,1.94,68.278,6,4,3,14,-11,17,79,-62,5,14,-9,19,5,2.5,3,2,1,5,3,1.5,3,4,-1,7,3,1.5,3.8,3.046,0.754,1.248,3.8,3.046,3.423,1.9,5.473,7.899,-2.426,0.693,7.899,5.473,6.686,2.736,12,4,8,0.5,1,1,0.5,0.75,0.991,1,1,0.991,0.996,1.82,1.225,1.486,0.595,1.522,0.91,1.824,1.366,1.335,0.458,1.595,0.912,1.13,2.01,-0.88,0.562,2.01,1.13,1.57,0.565,1.1,1.99,-0.89,0.553,1.99,1.1,1.545,0.55,1204.15,1220.55,-16.4,0.987,1220.55,1204.15,1212.35,602.075,6.77,5.32,1.45,1.273,6.77,5.32,6.045,3.385,0.19,0.32,-0.13,0.594,0.32,0.19,0.255,0.095,3.7,3.85,-0.15,0.961,3.85,3.7,3.775,1.85,28.8,77.2,-48.4,0.373,77.2,28.8,53,14.4
